Date,Event Name,Placement,Earning
10-Feb-2015,"C$ 2,300 + 200 No Limit Hold'em2015 Fallsview Poker Classic, Niagara Falls",61st,"$ 4,980"
14-Dec-2014,"€ 1,000 + 100 #36 No Limit Hold'em HoldemEuropean Poker Tour - EPT Prague, Prague",3rd,"$ 4,898"
21-Aug-2014,"€ 5,000 + 300 #17 No Limit Hold'em - EPT Main EventEuropean Poker Tour - EPT Barcelona, Barcelona",17th,"$ 25,507"
07-Jan-2014,"$ 5,000 + 300 No Limit Hold'em TurboPokerStars Caribbean Adventure - PCA 2014, Paradise Island",6th,"$ 11,736"
12-Jan-2013,"$ 1,000 + 100 No Limit Hold'em - Re-Entry (Event #29)PokerStars Caribbean Adventure - PCA 2013, Paradise Island",39th,"C$ 5,108"
,,,"$ 4,080"
09-Aug-2023,"$ 60,000 + 3,000 No Limit Short Deck Hold'em - Main Event (Event #16)Triton Poker Super High Roller Series London, London",8th,"$ 36,220"
01-Aug-2023,"$ 200,000 + 12,000 No Limit Hold'em - 8-Handed (Event #7)Triton Poker Super High Roller Series London, London",12th,"$ 72,726"
29-Jul-2023,"$ 20,000 + 2,400 + 20,000 No Limit Hold'em - Mystery Bounty 7-Handed (Event #3)Triton Poker Super High Roller Series London, London",6th,"$ 28,900"
13-May-2023,"$ 40,000 No Limit Hold'em - 8-Handed (Event #5)Triton Poker Super High Roller Series Cyprus, Kyrenia",5th,"$ 2,700"
30-Apr-2023,"€ 5,300 No Limit Hold'em - EPT Main Event (Event 19)European Poker Tour - EPT Monte Carlo, Monte Carlo",76th,
04-Mar-2023,"$ 30,000 No Limit Hold'em - 7-Handed (Event #5)Triton Poker Super High Roller Series Vietnam, Hoi An",8th,"$ 111,000"
25-Feb-2023,"€ 25,000 No Limit Hold'em - Single Re-Entry (Event #34)European Poker Tour - EPT Paris, Paris",4th,"$ 325,000"
30-Jan-2023,"$ 24,500 + 500 No Limit Hold'em - PSPC Main Event (Event #48)PokerStars Caribbean Adventure - PCA & PSPC 2023, Nassau",23rd,"$ 149,000"
