Date,Event Name,Placement,Earning
12-May-2011,"€ 10,000 + 30 No Limit Hold'em - High Roller TurboEuropean Poker Tour - EPT Madrid Grand Final, Madrid",1st,"$ 447,074"
09-Apr-2011,"€ 10,000 + 300 No Limit Hold'em - 8 MaxEuropean Poker Tour - EPT Berlin, Berlin",4th,"$ 27,928"
25-Jan-2011,"€ 5,000 + 300 No Limit Hold'em - EPT Main EventEuropean Poker Tour - EPT Deauville, Deauville",44th,"$ 227,087"
18-Dec-2010,"€ 1,100 + 100 No Limit Hold'em - Main EventFrance Poker Series - FPS Forges-les-Eaux, Forges-les-Eaux",5th,"$ 68,313"
22-Nov-2010,"€ 5,000 + 300 No Limit Hold'em - EPT Main EventEuropean Poker Tour - EPT Barcelona, Barcelona",56th,"$ 20,416"
18-Jun-2010,"$ 10,000 No Limit Hold'em - Heads Up Championship41st World Series of Poker - WSOP 2010, Las Vegas",16th,"$ 18,549"
24-Apr-2010,"€ 5,000 + 250 No Limit Hold'em - Heads UpEuropean Poker Tour - EPT Monte Carlo Grand Final, Monte Carlo",2nd,"$ 17,768"
16-Feb-2010,"DKr 35,000 + 2,250 No Limit Hold'em - Main EventEuropean Poker Tour - EPT Copenhagen, Copenhagen",40th,"$ 38,424"
20-Jan-2010,"€ 5,000 + 300 No Limit Hold'em - Main EventEuropean Poker Tour - EPT Deauville, Deauville",9th,"$ 79,876"
23-Nov-2009,"€ 10,000 + 500 No Limit Hold'em - Team Event2009 Belgium Open Poker Championships, Namur",1st,"$ 11,900"
04-Sep-2009,"€ 8,000 + 300 No Limit Hold'em - EPT Main EventEuropean Poker Tour - EPT Barcelona, Barcelona",19th,"$ 72,904"
16-Jun-2009,"$ 1,500 No Limit Hold'em40th World Series of Poker - WSOP 2009, Las Vegas",13th,"$ 16,744"
18-Apr-2009,"$ 25,000 + 500 No Limit Hold'em - Championship EventSeventh Annual Five Star World Poker Classic, Las Vegas",3rd,"$ 37,196"
02-Mar-2009,"$ 500 + 45 No Limit Hold'emThe Wynn Classic , Las Vegas",2nd,"$ 30,398"
23-Jan-2009,"€ 20,000 + 300 No Limit Hold'em - High RollerEuropean Poker Tour - EPT Deauville, Deauville",3rd,"$ 776,245"
11-Dec-2008,"$ 5,000 + 180 No Limit Hold'em2008 Doyle Brunson Five Diamond World Poker Classic, Las Vegas",9th,"$ 25,414"
20-Oct-2008,"$ 15,000 + 400 WPT Championship6th Annual Festa Al Lago Classic, Las Vegas",1st,"$ 101,839"
03-Jul-2008,"$ 10,000 World Championship No Limit Hold'em39th World Series of Poker - WSOP 2008, Las Vegas",370th,"$ 18,760"
15-May-2008,"€ 10,000 Grand Prix De Paris - No Limit Hold'emRendez Vous A Paris 2008, Paris",5th,"$ 1,411,015"
05-Jan-2008,"$ 7,800 + 200 PokerStars Caribbean AdventurePokerStars Caribbean Adventure - PCA 2008, Paradise Island",1st,"$ 28,950"
11-Jun-2007,"$ 2,500 No Limit Hold'em38th World Series of Poker - WSOP 2007, Las Vegas",9th,"$ 122,468"
06-Jun-2007,"$ 2,000 No Limit Hold'em38th World Series of Poker - WSOP 2007, Las Vegas",68th,"$ 2,000,000"
17-Jan-2007,"DKr 37,500 No Limit Hold'em - EPT Main EventEuropean Poker Tour - EPT Copenhagen, Copenhagen",2nd,"$ 29,124"
01-Jul-2006,"$ 2,000 No Limit Hold'em37th World Series of Poker - WSOP 2006, Las Vegas",37th,"$ 6,966"
,,,"$ 399,952"
03-Jun-2023,"₫ 72,000,000 + 8,000,000 No Limit Hold'em - APT High Roller 8 Max  (Event #41)Asian Poker Tour - APT Summer Series Hanoi, Vietnam 2023, Hanoi",8th,"$ 10,478"
27-Apr-2023,"₫ 50,000,000 + 5,000,000 No Limit Hold'em - 6-Max High Roller  (Event #12)Crown Poker Series - Danang, Danang",1st,
23-Jun-2022,"$ 2,000 No Limit Hold'em (Event #49)53rd World Series of Poker - WSOP 2022, Las Vegas",241st,"$ 14,369"
02-Dec-2021,"€ 9,700 + 300 No Limit Hold'em - 6-Max (Bracelet Event #13)World Series of Poker Europe - WSOPE 2021, Rozvadov",4th,"$ 19,646"
04-Nov-2021,"$ 10,000 No Limit Hold'em - WSOP Main Event (Event #67)52nd World Series of Poker - WSOP 2021, Las Vegas",312th,"$ 3,505"
20-Oct-2021,"$ 10,000 H.O.R.S.E. Championship (Event #40)52nd World Series of Poker - WSOP 2021, Las Vegas",10th,"$ 70,837"
06-Oct-2021,"$ 3,000 No Limit Hold'em (Event #13)52nd World Series of Poker - WSOP 2021, Las Vegas",32nd,"$ 33,900"
12-Sep-2021,"$ 210 No Limit Hold'em - WSOP Bounty Double MILLION$ ONLINE (Event #32)World Series of Poker - WSOP ONLINE 2021 at GGPoker (International), Online",1409th,"$ 26,171"
