Date,Event Name,Placement,Earning
11-Jan-2019,"$ 10,300 No Limit Hold'em - PCA Main Event (Event #20)PokerStars Caribbean Adventure - PCA 2019, Paradise Island",98th,"$ 1,188"
03-Dec-2018,"KRW 11,300,000 + 700,000 No Limit Hold'em - High Roller (Event #8)Jeju Red Dragon 2018, Jeju",10th,"$ 1,663"
22-Oct-2018,"€ 2,020 + 180 Pot Limit Omaha 8-Max (Event #7)World Series of Poker Europe - WSOPE 2018, Rozvadov",28th,"$ 264,000"
14-Oct-2018,"€ 1,515 + 135 No Limit Hold'em - 6-Max Deepstack (Event #2)World Series of Poker Europe - WSOPE 2018, Rozvadov",16th,"$ 17,446"
30-Aug-2018,"€ 25,000 No Limit Hold'em (Event #22)European Poker Tour - EPT Barcelona, Barcelona",5th,"$ 900,958"
07-Aug-2018,"₽ 300,000 + 18,000 No Limit Hold'em - Main Eventpartypoker LIVE - partypoker MILLIONS Russia, Sochi",9th,"$ 3,695"
23-Jul-2018,"HK$ 100,000 No Limit Hold'em - Short Deck Ante-OnlyTriton Poker Super High Roller Series Jeju, Jeju",6th,"$ 8,602"
01-May-2018,"HK$ 40,000 + 3,000 No Limit Hold'em -  High Rollers (Event 9)Asian Poker Tour - APT Macau Championships, Macau",3rd,"$ 43,500"
22-Apr-2018,"HK$ 27,600 + 2,400 No Limit Hold'em - High Roller (Event #12)2018 Macau Millions, Macau",24th,"$ 175,000"
23-Mar-2018,"HK$ 100,000 No Limit Hold'em - APPT High Roller (Event #18)Asia Pacific Poker Tour - APPT Macau, Macau",16th,"$ 45,000"
23-Nov-2017,"HK$ 6,000 + 600 No Limit Hold'em - HK$8 Million Guaranteed Event2017 Suncity Cup, Macau",4th,"$ 1,942,426"
18-Oct-2017,"HK$ 47,000 + 3,000 No Limit Hold'em - 50K2017 Asia Championship of Poker (ACOP), Macau",9th,"$ 524,788"
13-Feb-2017,"HK$ 4,500 + 500 No Limit Hold'em - Event 17Macau Poker Cup 26, Macau",2nd,"$ 2,228"
28-Jul-2016,"₱ 8,800 + 1,200 No Limit Hold'em - Warm-up (Event #1)Asia Pacific Poker Tour - APPT Manila, Manila",61st,"$ 230,837"
22-May-2016,"HK$ 13,500 + 1,500 No Limit Hold'em #5Asia Pacific Poker Tour - APPT Macau, Macau",8th,"$ 3,847"
26-Feb-2016,"HK$ 4,500 + 500 No Limit Hold'em - MegastackAsia Pacific Poker Tour - APPT Macau Poker Cup, Macau",21st,"$ 18,460"
10-Sep-2015,"HK$ 20,000 No Limit Hold'em (Event #13)Asia Pacific Poker Tour - APPT Macau Poker Cup, Macau",7th,"$ 20,624"
11-Jan-2014,"HK$ 5,400 + 600 No Limit Hold'em - Baby DragonMacau Poker Cup, Macau",23rd,"$ 3,617"
