Date,Event Name,Placement,Earning
28-Aug-2021,"$ 1,500 No Limit Hold'em - Monster Stack Freezeout ONLINE (Event #20)World Series of Poker - WSOP ONLINE 2021 at GGPoker (International), Online",2nd,"$ 159,588"
23-Aug-2021,"$ 400 No Limit Hold'em - COLOSSUS ONLINE (Event #22)World Series of Poker - WSOP ONLINE 2021 at GGPoker (International), Online",712th,"$ 1,232"
16-Aug-2021,"$ 400 Pot Limit Omaha - PLOSSUS ONLINE (Event #17)World Series of Poker - WSOP ONLINE 2021 at GGPoker (International), Online",97th,"$ 2,266"
09-Aug-2021,"$ 1,000 No Limit Hold'em - Double Stack ONLINE (Event #12)World Series of Poker - WSOP ONLINE 2021 at GGPoker (International), Online",433rd,"$ 3,012"
05-Aug-2021,"$ 800 No Limit Hold'em - Double Chance ONLINE (Event #4)World Series of Poker - WSOP ONLINE 2021 at GGPoker (International), Online",103rd,"$ 2,389"
02-Aug-2021,"$ 1,500 No Limit Hold'em - Millionaire Maker ONLINE (Event #7)World Series of Poker - WSOP ONLINE 2021 at GGPoker (International), Online",146th,"$ 5,389"
26-Jul-2021,"$ 50 No Limit Hold'em - The Return (Event #1) ONLINEWorld Series of Poker - WSOP ONLINE 2021 at GGPoker (International), Online",917th,$ 250
30-Aug-2020,"$ 5,000 No Limit Hold'em Main Event (Event #77)World Series of Poker - WSOP Online 2020 at GGPoker, Online",282nd,"$ 18,098"
18-Aug-2020,"$ 600 No Limit Hold'em Deepstack Championship (Event #65)World Series of Poker - WSOP Online 2020 at GGPoker, Online",179th,"$ 1,991"
09-Aug-2020,"$ 8,000 No Limit Hold'em Asia Championship (Event #55)World Series of Poker - WSOP Online 2020 at GGPoker, Online",10th,"$ 21,941"
02-Aug-2020,"$ 1,000 Short Deck No Limit Hold'em (Event #47)World Series of Poker - WSOP Online 2020 at GGPoker, Online",36th,"$ 2,679"
01-Aug-2020,"$ 500 Deepstack No Limit Hold'em (Event #46)World Series of Poker - WSOP Online 2020 at GGPoker, Online",26th,"$ 4,299"
26-Jul-2020,"$ 2,500 Pot Limit Omaha (Event #40)World Series of Poker - WSOP Online 2020 at GGPoker, Online",44th,"$ 7,315"
23-Apr-2020,"$ 10,000 + 300 No Limit Hold'em - 6 Max - Poker Masters #24 (ONLINE)Poker Masters Online, Online",3rd,"$ 132,000"
21-Apr-2020,"$ 10,000 + 300 No Limit Hold'em - Poker Masters #20 (ONLINE)Poker Masters Online, Online",6th,"$ 36,550"
19-Apr-2020,"$ 10,000 + 300 Pot Limit Omaha - Poker Masters #15 (ONLINE)Poker Masters Online, Online",3rd,"$ 93,600"
15-Apr-2020,"$ 10,000 + 300 No Limit Hold'em - Poker Masters #08 (ONLINE)Poker Masters Online, Online",8th,"$ 33,800"
25-Oct-2019,"€ 10,350 No Limit Hold'em - WSOPE Main Event (Event #14)World Series of Poker Europe - WSOPE 2019, Rozvadov",4th,"$ 380,053"
30-Aug-2019,"€ 10,300 No Limit Hold'em - EPT High Roller (Event #43)European Poker Tour - EPT Barcelona, Barcelona",49th,"$ 23,677"
03-Jul-2019,"$ 10,000 No Limit Hold'em - WSOP Main Event50th World Series of Poker - WSOP 2019, Las Vegas",2nd,"$ 6,000,000"
24-Jun-2019,"$ 1,000 No Limit Hold'em - Tag Team (Event #57)50th World Series of Poker - WSOP 2019, Las Vegas",134th,$ 374
19-Jun-2019,"$ 25,000 Pot Limit Omaha - High Roller 8-Handed (Event #45)50th World Series of Poker - WSOP 2019, Las Vegas",40th,"$ 37,635"
11-Jun-2019,"$ 10,000 H.O.R.S.E. Championship (Event #29)50th World Series of Poker - WSOP 2019, Las Vegas",3rd,"$ 184,854"
30-Apr-2019,"€ 2,150 No Limit Hold'em - Freezeout (Event #23)European Poker Tour - EPT Monte Carlo, Monte Carlo",1st,"$ 25,793"
28-Apr-2019,"€ 2,200 No Limit Hold'em - French National Championship High Roller (Event #11)European Poker Tour - EPT Monte Carlo, Monte Carlo",50th,"$ 4,572"
27-Oct-2018,"€ 10,000 + 350 No Limit Hold'em - Main Event (Event #10)World Series of Poker Europe - WSOPE 2018, Rozvadov",43rd,"$ 23,056"
27-Aug-2018,"€ 5,300 No Limit Hold'em - EPT Main Event (Event #13)European Poker Tour - EPT Barcelona, Barcelona",222nd,"$ 11,343"
22-Aug-2018,"€ 10,300 No Limit Hold'em (Event #5)European Poker Tour - EPT Barcelona, Barcelona",5th,"$ 101,008"
19-Jun-2018,"$ 2,500 Mixed Big Bet (Event #40)49th World Series of Poker - WSOP 2018, Las Vegas",10th,"$ 8,915"
